,,,,radius,radius,silhouette,silhouette,ari,ari,tempo,tempo
,,,,mean,std,mean,std,mean,std,mean,std
dataset_name,algoritmo,metrica,eps,,,,,,,,
anisotropic_1,intervalo,mahalanobis,0.05,2.281797445523242,0.0,0.01855898735836,0.0,0.3285156710819619,0.0,0.0010046533333479067,5.032119502357209e-05
anisotropic_1,intervalo,mahalanobis,0.1,2.281797445523242,0.0,0.01855898735836,0.0,0.3285156710819619,0.0,0.0013162933332750467,0.0015990648318633832
anisotropic_1,intervalo,mahalanobis,0.15,2.789263984655668,0.0,0.2151009400953821,0.0,0.3104176732509422,0.0,0.0007874999999936467,3.6546174281101715e-05
anisotropic_1,intervalo,mahalanobis,0.25,2.789263984655668,0.0,0.2151009400953821,0.0,0.3104176732509422,0.0,0.0008597534000121133,0.0006727255019613308
anisotropic_1,intervalo,minkowski,0.01,5.16315841126262,0.0,0.7915265663716707,0.0,0.6911282080106634,0.0,0.0010771800000232202,6.14194268782483e-05
anisotropic_1,intervalo,minkowski,0.05,5.16315841126262,0.0,0.7915265663716707,0.0,0.6911282080106634,0.0,0.0010167333333507666,0.0002821728919537897
anisotropic_1,intervalo,minkowski,0.1,5.16315841126262,0.0,0.7915265663716707,0.0,0.6911282080106634,0.0,0.0008622133334331733,5.545422657943173e-05
anisotropic_1,intervalo,minkowski,0.15,5.16315841126262,0.0,0.7915265663716707,0.0,0.6911282080106634,0.0,0.0007945600000311467,0.00014247698454104436
anisotropic_1,intervalo,minkowski,0.25,12.202877568789464,0.0,0.6764557719032698,0.0,0.3753837536461184,0.0,0.0006400733333672134,1.788624633036496e-05
anisotropic_2,intervalo,euclidiana,0.01,4.667172667430043,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.00108803333338676,0.00018617579894990538
anisotropic_2,intervalo,euclidiana,0.05,4.667172667430043,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0009146799999749467,5.6208390332076565e-05
anisotropic_2,intervalo,euclidiana,0.1,4.667172667430043,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0008330999999997667,3.1457794871270076e-05
anisotropic_2,intervalo,euclidiana,0.15,4.667172667430043,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0007418333334195533,5.927240577258709e-05
anisotropic_2,intervalo,euclidiana,0.25,12.064674006120208,0.0,0.7988693882587735,0.0,0.4990595611285266,0.0,0.00066123333335776,5.360535235936701e-05
anisotropic_2,intervalo,mahalanobis,0.01,1.2950315857747263,0.0,0.5419505669102388,0.0,0.7116494132670507,0.0,0.0012946200000138732,0.00046613217496852753
anisotropic_2,intervalo,mahalanobis,0.05,1.3848896553145889,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0011366266666603133,0.0007593456003298825
anisotropic_2,intervalo,mahalanobis,0.1,1.3848896553145889,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0008867266666735333,5.5427874166008836e-05
anisotropic_2,intervalo,mahalanobis,0.15,1.3848896553145889,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0007898999999572667,3.741099909332073e-05
anisotropic_2,intervalo,mahalanobis,0.25,1.3848896553145889,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0008774866667105133,0.000523262532940007
anisotropic_2,intervalo,minkowski,0.01,6.4809809957391575,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0011286799999651934,0.00014250848192851737
anisotropic_2,intervalo,minkowski,0.05,6.4809809957391575,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0009893266667252534,0.00019297759845260515
anisotropic_2,intervalo,minkowski,0.1,6.4809809957391575,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0009111866666292133,0.00016522288782293144
anisotropic_2,intervalo,minkowski,0.15,6.4809809957391575,0.0,0.8283963310136534,0.0,0.7135173897454284,0.0,0.0007707533333510733,9.398043006873567e-05
anisotropic_2,intervalo,minkowski,0.25,13.142568942389671,0.0,0.7988693882587735,0.0,0.4990595611285266,0.0,0.0006521999999373401,5.473729464705074e-05
anisotropic_3,intervalo,euclidiana,0.01,5.926672734958659,0.0,0.677056168667696,0.0,0.8224685657298632,0.0,0.0019189066666209468,0.0030131241008086963
anisotropic_3,intervalo,euclidiana,0.05,5.926672734958659,0.0,0.6727365045561169,0.0,0.8317161467381325,0.0,0.00096762666662466,6.949285120415172e-05
anisotropic_3,intervalo,euclidiana,0.1,8.915537437154358,0.0,0.8405382742015354,0.0,0.7135173897454284,0.0,0.0008917000000413134,9.396161834271402e-05
anisotropic_3,intervalo,euclidiana,0.15,8.915537437154358,0.0,0.8405382742015354,0.0,0.7135173897454284,0.0,0.00075860666662866,4.495574747054283e-05
anisotropic_3,intervalo,euclidiana,0.25,17.233130094491454,0.0,0.432548054976978,0.0,0.3565302430082428,0.0,0.0006678266666918868,7.851572601191893e-05
anisotropic_3,intervalo,mahalanobis,0.01,0.7293992948689659,0.0,0.6117407942603027,0.0,0.7369255699533326,0.0,0.0015154866666913266,0.001363768536592663
anisotropic_3,intervalo,mahalanobis,0.05,0.7293992948689659,0.0,0.6107140690114815,0.0,0.7319485799273105,0.0,0.0018055466667040402,0.00224123425879006
anisotropic_3,intervalo,mahalanobis,0.1,0.7293992948689659,0.0,0.6107140690114815,0.0,0.7319485799273105,0.0,0.0008998200000253333,4.151576641891426e-05
anisotropic_3,intervalo,mahalanobis,0.15,0.7293992948689659,0.0,0.6107140690114815,0.0,0.7319485799273105,0.0,0.0007965000000694533,3.723099709220621e-05
anisotropic_3,intervalo,mahalanobis,0.25,0.984659678589728,0.0,0.8405382742015354,0.0,0.7135173897454284,0.0,0.00069084666668758,4.4147154361594114e-05
anisotropic_3,intervalo,minkowski,0.01,8.359211548954171,0.0,0.677056168667696,0.0,0.8224685657298632,0.0,0.00151098673331938,0.0011397842389728077
anisotropic_3,intervalo,minkowski,0.05,8.359211548954171,0.0,0.6736681336999844,0.0,0.8046744490077656,0.0,0.00098407333334758,3.489259983768621e-05
anisotropic_3,intervalo,minkowski,0.1,8.359211548954171,0.0,0.6488445721760507,0.0,0.7740952072447099,0.0,0.0008765533332734333,4.3035464917355553e-05
anisotropic_3,intervalo,minkowski,0.15,8.359211548954171,0.0,0.6488445721760507,0.0,0.7740952072447099,0.0,0.00079624666659578,4.607733982779849e-05
anisotropic_3,intervalo,minkowski,0.25,19.966916642828394,0.0,0.4623656871465374,0.0,0.3377434973125506,0.0,0.0006447600000076734,2.2151226961562773e-05
anisotropic_4,intervalo,euclidiana,0.01,7.063488872353764,0.0,0.7148784695973224,0.0,0.9305798716101176,0.0,0.0012795799999972665,0.0004526157029716998
anisotropic_4,intervalo,euclidiana,0.05,7.063488872353764,0.0,0.7148784695973224,0.0,0.9305798716101176,0.0,0.0009666933333391666,2.3755013481537313e-05
anisotropic_4,intervalo,euclidiana,0.1,7.063488872353764,0.0,0.7148784695973224,0.0,0.9305798716101176,0.0,0.0008762533333234333,2.7189595268076727e-05
anisotropic_4,intervalo,euclidiana,0.15,7.063488872353764,0.0,0.7148784695973224,0.0,0.9305798716101176,0.0,0.0007875934000063467,3.349621152460288e-05
anisotropic_4,intervalo,euclidiana,0.25,14.865907097495644,0.0,0.6148363350788494,0.0,0.3198383668779919,0.0,0.0006539800000609399,5.800059365078096e-05
anisotropic_4,intervalo,mahalanobis,0.01,1.034598224360621,0.0,0.6893458097522125,0.0,0.8724075826505673,0.0,0.0012139600001318666,0.0001739267325196796
anisotropic_4,intervalo,mahalanobis,0.05,1.051841519042605,0.0,0.7069547703937675,0.0,0.90470020753063,0.0,0.0010059199999886467,7.048007017707887e-05
anisotropic_4,intervalo,mahalanobis,0.1,1.3020454038175802,0.0,0.7604707390582408,0.0,0.7135173897454284,0.0,0.0011786266666300468,0.001083328507508551
anisotropic_4,intervalo,mahalanobis,0.15,1.1077465875962986,0.0,0.7604707390582408,0.0,0.7135173897454284,0.0,0.0008142666667481067,6.220874619476842e-05
anisotropic_4,intervalo,mahalanobis,0.25,1.1077465875962986,0.0,0.7604707390582408,0.0,0.7135173897454284,0.0,0.0007395667333184667,0.00013749047217024674
anisotropic_4,intervalo,minkowski,0.01,9.662811949031523,0.0,0.6924149186432446,0.0,0.8776605569040258,0.0,0.0012141401333185735,0.00019019026897759193
anisotropic_4,intervalo,minkowski,0.05,9.662811949031523,0.0,0.6924149186432446,0.0,0.8776605569040258,0.0,0.0014487800000096665,0.0012223464035034624
anisotropic_4,intervalo,minkowski,0.1,9.662811949031523,0.0,0.6921819323593829,0.0,0.8674996710595464,0.0,0.0008699933332839266,3.42242701165478e-05
anisotropic_4,intervalo,minkowski,0.15,9.662811949031523,0.0,0.6921819323593829,0.0,0.8674996710595464,0.0,0.00082998666672812,0.00012545036510699535
anisotropic_4,intervalo,minkowski,0.25,16.526917762641858,0.0,0.5997981199273492,0.0,0.3156974298704822,0.0,0.0007387333332795667,0.0003840134757119195
blobs_0,intervalo,euclidiana,0.01,2.484488766588765,0.0,0.7659686024380011,0.0,1.0,0.0,0.00125097999992546,7.230262996380284e-05
blobs_0,intervalo,euclidiana,0.05,2.484488766588765,0.0,0.7659686024380011,0.0,1.0,0.0,0.0015465133332933066,0.001391531933778707
blobs_0,intervalo,euclidiana,0.1,2.484488766588765,0.0,0.7659686024380011,0.0,1.0,0.0,0.0010791733333158867,0.0005505262903873163
blobs_0,intervalo,euclidiana,0.15,5.00759761631185,0.0,0.827845552450648,0.0,0.6141960405601158,0.0,0.00080603333332566,0.00012394153386686933
blobs_0,intervalo,euclidiana,0.25,4.879565870814877,0.0,0.827845552450648,0.0,0.6141960405601158,0.0,0.00070787999993622,4.4377636008499486e-05
blobs_0,intervalo,mahalanobis,0.01,0.6525724217590015,0.0,0.7524194935924312,0.0,0.9785020843697608,0.0,0.0013288333333851265,0.00011104401102187874
blobs_0,intervalo,mahalanobis,0.05,0.6430943671591363,0.0,0.6791760151282378,0.0,0.8952434431872421,0.0,0.0011190733333023134,0.00021085239075342523
blobs_0,intervalo,mahalanobis,0.1,0.9162843229266308,0.0,0.8071492338865696,0.0,0.7817536192297186,0.0,0.00100286000000168,0.0003455038303405639
blobs_0,intervalo,mahalanobis,0.15,0.9162843229266308,0.0,0.8071492338865696,0.0,0.7817536192297186,0.0,0.0008969066667607733,0.00030858064346123224
blobs_0,intervalo,mahalanobis,0.25,1.4172097877688532,0.0,0.7240048182122355,0.0,0.5315724518533188,0.0,0.00072954666666188,6.563632339996625e-05
blobs_0,intervalo,minkowski,0.01,3.4173423645047456,0.0,0.7659686024380011,0.0,1.0,0.0,0.0014965066666566334,0.0006882405855014346
blobs_0,intervalo,minkowski,0.05,3.4173423645047456,0.0,0.7659686024380011,0.0,1.0,0.0,0.0010606600000148867,0.0001062887025526557
blobs_0,intervalo,minkowski,0.1,3.4173423645047456,0.0,0.7659686024380011,0.0,1.0,0.0,0.0009578133334191866,9.000744318126493e-05
blobs_0,intervalo,minkowski,0.15,6.8854119819782715,0.0,0.827845552450648,0.0,0.6141960405601158,0.0,0.0007571133332930466,3.429593618962565e-05
blobs_0,intervalo,minkowski,0.25,13.56699911427727,0.0,0.7205295637217932,0.0,0.3738244514106583,0.0,0.0007095066667412666,0.00018344887361119853
blobs_1,intervalo,euclidiana,0.01,3.832759308635004,0.0,0.45498953377846746,0.0,0.5624311312878683,0.0,0.0012403466667516266,0.00010711465063232177
blobs_1,intervalo,euclidiana,0.05,4.256750702399417,0.0,0.5694888929459532,0.0,0.6156945529143937,0.0,0.0012166866666726668,0.00041910209610741226
blobs_1,intervalo,euclidiana,0.1,4.256750702399417,0.0,0.5694888929459532,0.0,0.6156945529143937,0.0,0.0011321000000558469,0.00043733019070388095
blobs_1,intervalo,euclidiana,0.15,4.256750702399417,0.0,0.5694888929459532,0.0,0.6156945529143937,0.0,0.0008192866666528134,8.627672146420547e-05
blobs_1,intervalo,euclidiana,0.25,8.705153076131525,0.0,0.6687682753322028,0.0,0.2096933728981206,0.0,0.0006982066666750533,0.00016994043701053322
blobs_1,intervalo,mahalanobis,0.01,1.276075374833581,0.0,0.5580630734061002,0.0,0.6289266256210914,0.0,0.00124670000004694,6.292245794023354e-05
blobs_1,intervalo,mahalanobis,0.05,1.276075374833581,0.0,0.5580630734061002,0.0,0.6289266256210914,0.0,0.0011212333333180868,0.0002264850441844816
blobs_1,intervalo,mahalanobis,0.1,1.276075374833581,0.0,0.571935026105883,0.0,0.652549116017634,0.0,0.0010670533332813202,0.00028317185818791415
blobs_1,intervalo,mahalanobis,0.15,1.7634491484710917,0.0,0.5712830200915995,0.0,0.4846866152520985,0.0,0.0012099800000820531,0.001204143634034357
blobs_1,intervalo,mahalanobis,0.25,1.7634491484710917,0.0,0.5712830200915995,0.0,0.4846866152520985,0.0,0.00093335333334222,0.0006004997643586995
blobs_1,intervalo,minkowski,0.01,5.046194916101513,0.0,0.4456704274725506,0.0,0.5701805066282746,0.0,0.0012606266666807134,0.0001143754497088795
blobs_1,intervalo,minkowski,0.05,5.5076414141777965,0.0,0.5726761498708286,0.0,0.6899077273441686,0.0,0.0010170666667059867,7.879741358078214e-05
blobs_1,intervalo,minkowski,0.1,5.5076414141777965,0.0,0.5726761498708286,0.0,0.6899077273441686,0.0,0.0009800399999827334,0.00021239934011958448
blobs_1,intervalo,minkowski,0.15,5.5076414141777965,0.0,0.5726761498708286,0.0,0.6899077273441686,0.0,0.0010221533333605866,0.0007621340488548112
blobs_1,intervalo,minkowski,0.25,11.166369531957576,0.0,0.6687682753322028,0.0,0.2096933728981206,0.0,0.0006941199999952,0.00012097559497914438
blobs_2,intervalo,euclidiana,0.01,5.91118435734061,0.0,0.4151007761138565,0.0,0.4749934717226599,0.0,0.002081686666648793,0.0019606544453381037
blobs_2,intervalo,euclidiana,0.05,6.077050443707341,0.0,0.4872808964793164,0.0,0.48859109394380823,0.0,0.00121431333339686,0.000334826332134566
blobs_2,intervalo,euclidiana,0.1,6.077050443707341,0.0,0.4872808964793164,0.0,0.48859109394380823,0.0,0.0018990532666975466,0.0031043092616918496
blobs_2,intervalo,euclidiana,0.15,6.077050443707341,0.0,0.4872808964793164,0.0,0.48859109394380823,0.0,0.0011328666666182601,0.0010764836523532197
blobs_2,intervalo,euclidiana,0.25,9.716643856298983,0.0,0.6002473608418746,0.0,0.2219641316436504,0.0,0.00171635333332834,0.0030916368502490036
blobs_2,intervalo,mahalanobis,0.01,2.0238158127608075,0.0,0.220491453918857,0.0,0.3472288181916856,0.0,0.0014671333333049934,0.000292920222381861
blobs_2,intervalo,mahalanobis,0.05,2.0238158127608075,0.0,0.220491453918857,0.0,0.3472288181916856,0.0,0.00138112666660764,0.0009618654498906409
blobs_2,intervalo,mahalanobis,0.1,2.2163276837779144,0.0,0.2635527137599378,0.0,0.2287095478966906,0.0,0.0009601266667535,0.00013026291803227422
blobs_2,intervalo,mahalanobis,0.15,2.9317389864015246,0.0,0.3393045309013219,0.0,0.2474465420422536,0.0,0.00111224666667714,0.0008295232744540052
blobs_2,intervalo,mahalanobis,0.25,2.9317389864015246,0.0,0.3393045309013219,0.0,0.2474465420422536,0.0,0.0007198800000271867,0.00012486962454195968
blobs_2,intervalo,minkowski,0.01,8.034415058582018,0.0,0.5045176407049572,0.0,0.4748983437653406,0.0,0.00127332666664486,0.00029704803475208327
blobs_2,intervalo,minkowski,0.05,8.540065978236328,0.0,0.5725451725759189,0.0,0.4852827945246376,0.0,0.0010519333333225266,0.00021220943048533235
blobs_2,intervalo,minkowski,0.1,8.540065978236328,0.0,0.5725451725759189,0.0,0.4852827945246376,0.0,0.0010569333334084267,0.0003417270834606075
blobs_2,intervalo,minkowski,0.15,8.540065978236328,0.0,0.5725451725759189,0.0,0.4852827945246376,0.0,0.0008083466666296534,0.00010820021696834298
blobs_2,intervalo,minkowski,0.25,12.622217975044244,0.0,0.6356662314546032,0.0,0.2055039486689268,0.0,0.0008403066666384067,0.0004758828599150212
blobs_3,intervalo,euclidiana,0.01,6.83143602613906,0.0,0.347959484551138,0.0,0.5303584082459952,0.0,0.0021885400001034334,0.0016950797675441291
blobs_3,intervalo,euclidiana,0.05,6.83143602613906,0.0,0.347959484551138,0.0,0.5303584082459952,0.0,0.0014238666666642,0.0006546917603517842
blobs_3,intervalo,euclidiana,0.1,6.83143602613906,0.0,0.347959484551138,0.0,0.5303584082459952,0.0,0.0012150199999874667,0.0002657307611920207
blobs_3,intervalo,euclidiana,0.15,6.83143602613906,0.0,0.347959484551138,0.0,0.5303584082459952,0.0,0.0009832400000656066,8.25022060916475e-05
blobs_3,intervalo,euclidiana,0.25,13.63962554716596,0.0,0.3007121646554673,0.0,0.2213898642212576,0.0,0.0007900200000221533,0.0001845780950005032
blobs_3,intervalo,mahalanobis,0.01,1.361437084718353,0.0,0.3477991339680428,0.0,0.5181297276280982,0.0,0.0018307066666541467,0.0014337395871199022
blobs_3,intervalo,mahalanobis,0.05,1.480533228381494,0.0,0.3965215883069544,0.0,0.5298421660853733,0.0,0.00120875333332146,0.00013252744117830194
blobs_3,intervalo,mahalanobis,0.1,1.8310079147772491,0.0,0.4790273854645761,0.0,0.4958899441421734,0.0,0.0009412733332889134,4.7840127561478886e-05
blobs_3,intervalo,mahalanobis,0.15,2.249097399583971,0.0,0.3353261102466617,0.0,0.2804098446878383,0.0,0.0008786533333477,9.996013403434353e-05
blobs_3,intervalo,mahalanobis,0.25,2.249097399583971,0.0,0.3353261102466617,0.0,0.2804098446878383,0.0,0.0008868866666488733,0.0007835504640850665
blobs_3,intervalo,minkowski,0.01,9.92923901725216,0.0,0.3741449583745287,0.0,0.5354092386516366,0.0,0.0028680133334697665,0.003646104880704599
blobs_3,intervalo,minkowski,0.05,9.92923901725216,0.0,0.3741449583745287,0.0,0.5354092386516366,0.0,0.0014077600001049,0.00046742888200301244
blobs_3,intervalo,minkowski,0.1,9.92923901725216,0.0,0.3741449583745287,0.0,0.5354092386516366,0.0,0.00122796000002074,0.0007289059863754613
blobs_3,intervalo,minkowski,0.15,9.92923901725216,0.0,0.3741449583745287,0.0,0.5354092386516366,0.0,0.0009339733333338533,8.403831158425164e-05
blobs_3,intervalo,minkowski,0.25,19.288869874392535,0.0,0.3010512435905897,0.0,0.2406903193156054,0.0,0.0006738799999462734,4.443954485862222e-05
blobs_4,intervalo,euclidiana,0.01,7.853340595980055,0.0,0.3560703277657409,0.0,0.4926838271110224,0.0,0.0015040333332762667,0.00047403237487415374
blobs_4,intervalo,euclidiana,0.05,8.192606319280644,0.0,0.3555848619558451,0.0,0.48932470597727423,0.0,0.0014339400666357933,0.0009354238558739388
blobs_4,intervalo,euclidiana,0.1,9.833235053044785,0.0,0.4967601864795075,0.0,0.5271007281744694,0.0,0.0011357200000019934,0.0006824805776819182
blobs_4,intervalo,euclidiana,0.15,11.24514170274545,0.0,0.4706559103546995,0.0,0.4692559100368,0.0,0.0008336133333916934,5.77307032472454e-05
blobs_4,intervalo,euclidiana,0.25,11.24514170274545,0.0,0.4706559103546995,0.0,0.4692559100368,0.0,0.0006990533334221932,7.49287648477476e-05
blobs_4,intervalo,mahalanobis,0.01,1.6444479877277094,0.0,0.328631518243748,0.0,0.4770082101527441,0.0,0.0013226733333188267,0.00013850027056795935
blobs_4,intervalo,mahalanobis,0.05,1.7113667004899245,0.0,0.3961944550367136,0.0,0.5055416911444786,0.0,0.0010319400000298135,6.120344064972228e-05
blobs_4,intervalo,mahalanobis,0.1,1.7113667004899245,0.0,0.3903961593244816,0.0,0.4969743075779106,0.0,0.0010619734000404332,0.0004523243288547166
blobs_4,intervalo,mahalanobis,0.15,2.176633625840857,0.0,0.4047513773647576,0.0,0.3529262033668383,0.0,0.0007939066666039667,3.707219737550758e-05
blobs_4,intervalo,mahalanobis,0.25,2.176633625840857,0.0,0.4047513773647576,0.0,0.3529262033668383,0.0,0.0006966399999327466,5.420035321134626e-05
blobs_4,intervalo,minkowski,0.01,10.538159211700743,0.0,0.35770577732859316,0.0,0.4858553289386771,0.0,0.0012978266666929,0.0001054087586469924
blobs_4,intervalo,minkowski,0.05,11.646814153016136,0.0,0.3850394146230242,0.0,0.501151850078366,0.0,0.00108579333339846,0.00011345582187201961
blobs_4,intervalo,minkowski,0.1,13.81510118241954,0.0,0.4170955992334099,0.0,0.4657900095442517,0.0,0.0011729466665504067,0.0007412520574457466
blobs_4,intervalo,minkowski,0.15,15.544704014392345,0.0,0.4715403798712912,0.0,0.4737923516353214,0.0,0.0010686133333061801,0.0007880945028783395
blobs_4,intervalo,minkowski,0.25,15.544704014392345,0.0,0.4715403798712912,0.0,0.4737923516353214,0.0,0.0007058333333588467,8.053408915172785e-05
circles_0,intervalo,euclidiana,0.01,1.452463171557086,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.00095637339991294,0.00014931080196890244
circles_0,intervalo,euclidiana,0.05,1.452463171557086,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0008177799999429733,4.7082043824733794e-05
circles_0,intervalo,euclidiana,0.1,1.452463171557086,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0007797733333669467,0.00010221486100990914
circles_0,intervalo,euclidiana,0.15,1.452463171557086,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.00070102666662322,5.2602817212188e-05
circles_0,intervalo,euclidiana,0.25,2.009791078993976,0.0,-1.0,0.0,0.0,0.0,0.0006080133332336799,3.8142849332721505e-05
circles_0,intervalo,mahalanobis,0.01,2.77708003106015,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0009017134000410934,6.024772143143716e-05
circles_0,intervalo,mahalanobis,0.05,2.77708003106015,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0009274333333450667,0.0004923464846452963
circles_0,intervalo,mahalanobis,0.1,2.77708003106015,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0009051400000013265,0.0005126687984186701
circles_0,intervalo,mahalanobis,0.15,2.77708003106015,0.0,0.2961117488805426,0.0,-0.0012531014645018,0.0,0.0007103333333664401,4.417008787941378e-05
circles_0,intervalo,mahalanobis,0.25,3.8439236304397344,0.0,-1.0,0.0,0.0,0.0,0.0006699666666463067,0.00013530080593242944
circles_0,intervalo,minkowski,0.01,1.86467383585343,0.0,0.2898905670317216,0.0,-0.000852600223916,0.0,0.0008932333333783466,3.73341411087242e-05
circles_0,intervalo,minkowski,0.05,1.86467383585343,0.0,0.2898905670317216,0.0,-0.000852600223916,0.0,0.0009756199999779667,0.0006675969743460473
circles_0,intervalo,minkowski,0.1,1.86467383585343,0.0,0.2898905670317216,0.0,-0.000852600223916,0.0,0.00081444000000672,0.00029392210775019886
circles_0,intervalo,minkowski,0.15,1.86467383585343,0.0,0.2898905670317216,0.0,-0.000852600223916,0.0,0.0007044599999668332,3.506858180420809e-05
circles_0,intervalo,minkowski,0.25,2.779337687158298,0.0,-1.0,0.0,0.0,0.0,0.00060235999993282,4.0545050783887795e-05
circles_1,intervalo,euclidiana,0.01,1.6714605070003103,0.0,0.3287773497232305,0.0,-0.0009458640615993,0.0,0.0009308200666964133,7.305744622733858e-05
circles_1,intervalo,euclidiana,0.05,1.6714605070003103,0.0,0.3287773497232305,0.0,-0.0009458640615993,0.0,0.0007951533334258933,3.319715709624097e-05
circles_1,intervalo,euclidiana,0.1,1.555515245055639,0.0,0.3272767656733311,0.0,-0.0012530073617785,0.0,0.0007896400000390267,0.00010239089527110077
circles_1,intervalo,euclidiana,0.15,1.9979919078357022,0.0,-1.0,0.0,0.0,0.0,0.00070696000002494,8.077610859747114e-05
circles_1,intervalo,euclidiana,0.25,1.9979919078357022,0.0,-1.0,0.0,0.0,0.0,0.0006054466666379199,5.288553506879979e-05
circles_1,intervalo,mahalanobis,0.01,3.101678394948436,0.0,0.3287773497232305,0.0,-0.0009458640615993,0.0,0.0008883533333573201,3.723335417163071e-05
circles_1,intervalo,mahalanobis,0.05,3.101678394948436,0.0,0.3287773497232305,0.0,-0.0009458640615993,0.0,0.0008024333333498933,3.679921716428943e-05
circles_1,intervalo,mahalanobis,0.1,2.621971759433472,0.0,0.3277350975535837,0.0,-0.0012275996352884,0.0,0.00075308000001916,5.8939353802016085e-05
circles_1,intervalo,mahalanobis,0.15,3.702172333964292,0.0,-1.0,0.0,0.0,0.0,0.0006435466666819401,1.6908149660243953e-05
circles_1,intervalo,mahalanobis,0.25,3.702172333964292,0.0,-1.0,0.0,0.0,0.0,0.00061702673325874,7.145358553886193e-05
circles_1,intervalo,minkowski,0.01,2.035004377250219,0.0,0.3167969990139208,0.0,0.0114190468141336,0.0,0.0010393999999602,0.0004129583946234028
circles_1,intervalo,minkowski,0.05,2.035004377250219,0.0,0.3167969990139208,0.0,0.0114190468141336,0.0,0.0008063733333073667,4.8485350777853386e-05
circles_1,intervalo,minkowski,0.1,2.035004377250219,0.0,0.3167969990139208,0.0,0.0114190468141336,0.0,0.0007982733333543467,0.00013382126387432712
circles_1,intervalo,minkowski,0.15,2.035004377250219,0.0,0.3167969990139208,0.0,0.0114190468141336,0.0,0.0007100866666405134,3.494926664413984e-05
circles_1,intervalo,minkowski,0.25,2.6429465951502213,0.0,-1.0,0.0,0.0,0.0,0.0006180000001525266,3.4045788435612984e-05
circles_2,intervalo,euclidiana,0.01,1.2818174906500042,0.0,0.321589287973361,0.0,0.11313510626781621,0.0,0.0009228000000196467,0.00011873706237687386
circles_2,intervalo,euclidiana,0.05,1.2818174906500042,0.0,0.3269509622404757,0.0,0.1165629646113159,0.0,0.0007622333999582133,1.2119643087146545e-05
circles_2,intervalo,euclidiana,0.1,1.2818174906500042,0.0,0.3269509622404757,0.0,0.1165629646113159,0.0,0.0007714666666591067,0.00022604985752867798
circles_2,intervalo,euclidiana,0.15,1.486426775873217,0.0,-1.0,0.0,0.0,0.0,0.0006217800000133867,2.9403600413630543e-05
circles_2,intervalo,euclidiana,0.25,1.486426775873217,0.0,-1.0,0.0,0.0,0.0,0.0005774333332434333,2.8669089111532934e-05
circles_2,intervalo,mahalanobis,0.01,2.4489108682209944,0.0,0.3066534864566815,0.0,0.0921728468524898,0.0,0.0009467933333628734,0.00021303248410691015
circles_2,intervalo,mahalanobis,0.05,2.523260998874901,0.0,0.3445465521531812,0.0,0.1325499577596821,0.0,0.0007739999999708866,5.0434427025666616e-05
circles_2,intervalo,mahalanobis,0.1,2.523260998874901,0.0,0.3445465521531812,0.0,0.1325499577596821,0.0,0.0007959334000285067,0.00017651989413344364
circles_2,intervalo,mahalanobis,0.15,2.822959055747264,0.0,-1.0,0.0,0.0,0.0,0.0006336666666659666,6.266680214758998e-05
circles_2,intervalo,mahalanobis,0.25,2.822959055747264,0.0,-1.0,0.0,0.0,0.0,0.0005968400000104067,4.632012518891541e-05
circles_2,intervalo,minkowski,0.01,1.6218412782147704,0.0,0.2922197309066266,0.0,0.0666844688605521,0.0,0.0008485200000601267,6.957146577562447e-05
circles_2,intervalo,minkowski,0.05,1.6218412782147704,0.0,0.2922197309066266,0.0,0.0666844688605521,0.0,0.0007776200000686,4.912001632515519e-05
circles_2,intervalo,minkowski,0.1,1.6218412782147704,0.0,0.3309600880568807,0.0,0.1324858486277842,0.0,0.0007164333333093466,4.558567552299119e-05
circles_2,intervalo,minkowski,0.15,2.0796779276443464,0.0,-1.0,0.0,0.0,0.0,0.0006594266666676199,0.00012590093875293096
circles_2,intervalo,minkowski,0.25,2.0796779276443464,0.0,-1.0,0.0,0.0,0.0,0.0005794999999731066,2.571508732460178e-05
circles_3,intervalo,euclidiana,0.01,1.3201511233071344,0.0,0.2860981197981301,0.0,0.0496658642715251,0.0,0.0008748400000513,4.305041556912571e-05
circles_3,intervalo,euclidiana,0.05,1.3201511233071344,0.0,0.2860981197981301,0.0,0.0496658642715251,0.0,0.0008927733333317534,0.0004545690792591536
