,,,,radius,radius,silhouette,silhouette,ari,ari,tempo,tempo
,,,,mean,std,mean,std,mean,std,mean,std
dataset_name,algoritmo,metrica,eps,,,,,,,,
circles_3,intervalo,euclidiana,0.1,1.3533108694555709,0.0,0.2847428346382397,0.0,0.0531528419735585,0.0,0.00073220000000822,6.3678579033144e-05
circles_3,intervalo,euclidiana,0.15,1.5303069586081544,0.0,-1.0,0.0,0.0,0.0,0.0006632200000239733,0.00010320232005287616
circles_3,intervalo,euclidiana,0.25,1.5303069586081544,0.0,-1.0,0.0,0.0,0.0,0.0005987333333298601,5.038810331719133e-05
circles_3,intervalo,mahalanobis,0.01,2.423393014652979,0.0,0.28614227989878444,0.0,0.0485433690423173,0.0,0.0009173467333311601,7.48116916798806e-05
circles_3,intervalo,mahalanobis,0.05,2.423393014652979,0.0,0.28614227989878444,0.0,0.0485433690423173,0.0,0.0008454399999815001,9.488669033588824e-05
circles_3,intervalo,mahalanobis,0.1,2.488384818966628,0.0,0.284425267810537,0.0,0.0531528419735585,0.0,0.00078220673340176,9.745041362202911e-05
circles_3,intervalo,mahalanobis,0.15,2.8046071923567566,0.0,-1.0,0.0,0.0,0.0,0.0009358999999675934,0.0010977718270715059
circles_3,intervalo,mahalanobis,0.25,2.8046071923567566,0.0,-1.0,0.0,0.0,0.0,0.0007851467333541934,0.0005360130457793266
circles_3,intervalo,minkowski,0.01,2.0343605287800908,0.0,0.2756274756751414,0.0,0.0618687868082454,0.0,0.00089349999998372,0.00010596141486234151
circles_3,intervalo,minkowski,0.05,2.085991056983397,0.0,-1.0,0.0,0.0,0.0,0.0007152800000160733,4.143082358554337e-05
circles_3,intervalo,minkowski,0.1,2.085991056983397,0.0,-1.0,0.0,0.0,0.0,0.0007293733333123,0.00022399919473386056
circles_3,intervalo,minkowski,0.15,2.085991056983397,0.0,-1.0,0.0,0.0,0.0,0.0006232666666012666,5.594155974256594e-05
circles_3,intervalo,minkowski,0.25,2.085991056983397,0.0,-1.0,0.0,0.0,0.0,0.0005831533333244934,7.923152206931e-05
circles_4,intervalo,euclidiana,0.01,1.6829248290524093,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0009152666667128933,3.368502560801668e-05
circles_4,intervalo,euclidiana,0.05,1.6829248290524093,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0008810599999984334,0.0002537773343600647
circles_4,intervalo,euclidiana,0.1,1.6829248290524093,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.00081635339996254,0.0002531383149564236
circles_4,intervalo,euclidiana,0.15,1.6829248290524093,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0007372733331976134,0.00012340981363068536
circles_4,intervalo,euclidiana,0.25,2.284105417038169,0.0,-1.0,0.0,0.0,0.0,0.0006203933333381001,0.00011973229948934268
circles_4,intervalo,mahalanobis,0.01,3.1805740023285827,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0009154533333760667,7.803849653476735e-05
circles_4,intervalo,mahalanobis,0.05,3.1805740023285827,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0008058133332269266,4.911940068591024e-05
circles_4,intervalo,mahalanobis,0.1,3.1805740023285827,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0007412467333778733,2.4842270197980926e-05
circles_4,intervalo,mahalanobis,0.15,3.1805740023285827,0.0,0.2913479639629967,0.0,-0.0012459261375543,0.0,0.0006972266666707133,4.448777474026588e-05
circles_4,intervalo,mahalanobis,0.25,4.289080830603541,0.0,-1.0,0.0,0.0,0.0,0.0006402466666864866,0.00010280452237520455
circles_4,intervalo,minkowski,0.01,2.038232707743709,0.0,0.2893340136929559,0.0,0.0097881957129118,0.0,0.0008971333333647201,4.3436220287511386e-05
circles_4,intervalo,minkowski,0.05,2.038232707743709,0.0,0.2893340136929559,0.0,0.0097881957129118,0.0,0.0007982533334142734,4.307758558544362e-05
circles_4,intervalo,minkowski,0.1,2.038232707743709,0.0,0.2893340136929559,0.0,0.0097881957129118,0.0,0.00075247999996762,4.244388226402123e-05
circles_4,intervalo,minkowski,0.15,2.038232707743709,0.0,0.2893340136929559,0.0,0.0097881957129118,0.0,0.00095987999993662,0.0010461526386091318
circles_4,intervalo,minkowski,0.25,3.100104968982804,0.0,-1.0,0.0,0.0,0.0,0.0007345933333756733,0.0004870782122941126
moons_0,intervalo,euclidiana,0.01,1.347559248938783,0.0,0.4902678155278453,0.0,0.3502432866390895,0.0,0.0010119266667363933,0.0002651134379089984
moons_0,intervalo,euclidiana,0.05,1.347559248938783,0.0,0.4902678155278453,0.0,0.3502432866390895,0.0,0.00082022006660428,3.612086063955633e-05
moons_0,intervalo,euclidiana,0.1,1.347559248938783,0.0,0.4902678155278453,0.0,0.3502432866390895,0.0,0.0007395266667117133,2.0705329374849012e-05
moons_0,intervalo,euclidiana,0.15,1.347559248938783,0.0,0.4902678155278453,0.0,0.3502432866390895,0.0,0.0007277733333466534,4.23618841927049e-05
moons_0,intervalo,euclidiana,0.25,1.347559248938783,0.0,0.4902678155278453,0.0,0.3502432866390895,0.0,0.0006670133333803134,6.332507808209101e-05
moons_0,intervalo,mahalanobis,0.01,2.8200868145559936,0.0,0.4174298047045281,0.0,0.5770710079331078,0.0,0.0008871200000915268,4.878179104909362e-05
moons_0,intervalo,mahalanobis,0.05,2.787005461972407,0.0,0.3026533982572612,0.0,0.4217766056257616,0.0,0.0008045266666764399,0.00013675413004545775
moons_0,intervalo,mahalanobis,0.1,2.787005461972407,0.0,0.3026533982572612,0.0,0.4217766056257616,0.0,0.0007317199999912201,7.421989720689546e-05
moons_0,intervalo,mahalanobis,0.15,3.273938903541324,0.0,-1.0,0.0,0.0,0.0,0.000624499999958,2.6120380669337832e-05
moons_0,intervalo,mahalanobis,0.25,3.273938903541324,0.0,-1.0,0.0,0.0,0.0,0.0005987466665525268,2.8332940604731028e-05
moons_0,intervalo,minkowski,0.01,1.8842245495489087,0.0,0.4884917601949954,0.0,0.3682657173665183,0.0,0.0010376066667049,0.0003255572376201591
moons_0,intervalo,minkowski,0.05,1.8842245495489087,0.0,0.4884917601949954,0.0,0.3682657173665183,0.0,0.0008094600000124734,6.503907393532708e-05
moons_0,intervalo,minkowski,0.1,1.8842245495489087,0.0,0.4884917601949954,0.0,0.3682657173665183,0.0,0.0009649733333389467,0.0006450423280646221
moons_0,intervalo,minkowski,0.15,1.8842245495489087,0.0,0.4884917601949954,0.0,0.3682657173665183,0.0,0.0007252799999453401,3.805038393330799e-05
moons_0,intervalo,minkowski,0.25,1.8842245495489087,0.0,0.4884917601949954,0.0,0.3682657173665183,0.0,0.0006958733334006867,0.00010152223170756747
moons_1,intervalo,euclidiana,0.01,1.4913969853322806,0.0,0.48189148547949096,0.0,0.2129212255929587,0.0,0.00093855999997074,9.356758289772144e-05
moons_1,intervalo,euclidiana,0.05,1.4913969853322806,0.0,0.48189148547949096,0.0,0.2129212255929587,0.0,0.00093037999998458,0.00032396433045050186
moons_1,intervalo,euclidiana,0.1,1.4913969853322806,0.0,0.48189148547949096,0.0,0.2129212255929587,0.0,0.0007615267332463267,7.033471501825474e-05
moons_1,intervalo,euclidiana,0.15,1.4913969853322806,0.0,0.48189148547949096,0.0,0.2129212255929587,0.0,0.0007904666667551334,0.0002735603215987113
moons_1,intervalo,euclidiana,0.25,1.4913969853322806,0.0,0.48189148547949096,0.0,0.2129212255929587,0.0,0.00066591333337172,6.50112172939642e-05
moons_1,intervalo,mahalanobis,0.01,2.2221196684798183,0.0,0.4819257951245714,0.0,0.21524285039966,0.0,0.0009862533332731067,0.00015878761133302155
moons_1,intervalo,mahalanobis,0.05,2.2221196684798183,0.0,0.4819257951245714,0.0,0.21524285039966,0.0,0.00083178666667052,5.372505233554125e-05
moons_1,intervalo,mahalanobis,0.1,2.2221196684798183,0.0,0.4819257951245714,0.0,0.21524285039966,0.0,0.00076745333326466,7.260564581869377e-05
moons_1,intervalo,mahalanobis,0.15,2.2221196684798183,0.0,0.4819257951245714,0.0,0.21524285039966,0.0,0.00069865333337774,4.49351893477642e-05
moons_1,intervalo,mahalanobis,0.25,2.2221196684798183,0.0,0.4819257951245714,0.0,0.21524285039966,0.0,0.0006450466666137201,2.5434927236129082e-05
moons_1,intervalo,minkowski,0.01,1.8657982508132276,0.0,0.4780945049849092,0.0,0.3713131578947368,0.0,0.0010512800000166134,0.0002579308439274554
moons_1,intervalo,minkowski,0.05,1.8657982508132276,0.0,0.4780945049849092,0.0,0.3713131578947368,0.0,0.0008251333999396134,5.1684855193250256e-05
moons_1,intervalo,minkowski,0.1,1.8657982508132276,0.0,0.4780945049849092,0.0,0.3713131578947368,0.0,0.0008739333333020267,0.0002498933734603675
moons_1,intervalo,minkowski,0.15,1.8657982508132276,0.0,0.4780945049849092,0.0,0.3713131578947368,0.0,0.00072228666667792,4.3215867851969344e-05
moons_1,intervalo,minkowski,0.25,1.8657982508132276,0.0,0.4780945049849092,0.0,0.3713131578947368,0.0,0.0006545533332730733,2.8994996271273335e-05
moons_2,intervalo,euclidiana,0.01,1.5030147513582466,0.0,0.4689160449876496,0.0,0.2617510461376182,0.0,0.0010510266667248332,0.0004739014009510458
moons_2,intervalo,euclidiana,0.05,1.5030147513582466,0.0,0.4689160449876496,0.0,0.2617510461376182,0.0,0.0008530933333834266,7.724301601487246e-05
moons_2,intervalo,euclidiana,0.1,1.5030147513582466,0.0,0.4689160449876496,0.0,0.2617510461376182,0.0,0.0011262600000311734,0.0013229466493024109
moons_2,intervalo,euclidiana,0.15,1.5030147513582466,0.0,0.4689160449876496,0.0,0.2617510461376182,0.0,0.0007054733333157933,3.713555219818653e-05
moons_2,intervalo,euclidiana,0.25,1.5030147513582466,0.0,0.4689160449876496,0.0,0.2617510461376182,0.0,0.0006476799998987333,4.550620366571342e-05
moons_2,intervalo,mahalanobis,0.01,3.09138822480857,0.0,0.264044355978997,0.0,0.3212951545060609,0.0,0.0011308600000120002,0.0009856052591988129
moons_2,intervalo,mahalanobis,0.05,3.09138822480857,0.0,0.264044355978997,0.0,0.3212951545060609,0.0,0.0007791200000307267,7.927824586590546e-05
moons_2,intervalo,mahalanobis,0.1,3.09138822480857,0.0,0.264044355978997,0.0,0.3212951545060609,0.0,0.0007351866665581933,5.970242712971667e-05
moons_2,intervalo,mahalanobis,0.15,3.272799838797461,0.0,-1.0,0.0,0.0,0.0,0.0006587999999888867,0.00012713280460778224
moons_2,intervalo,mahalanobis,0.25,3.272799838797461,0.0,-1.0,0.0,0.0,0.0,0.00060859333340578,4.573993986259555e-05
moons_2,intervalo,minkowski,0.01,2.00051235391343,0.0,0.4703682681956887,0.0,0.32692548419177164,0.0,0.0009195133333377667,4.224168330638702e-05
moons_2,intervalo,minkowski,0.05,2.00051235391343,0.0,0.4703682681956887,0.0,0.32692548419177164,0.0,0.00080889333333586,3.0487221358115114e-05
moons_2,intervalo,minkowski,0.1,2.00051235391343,0.0,0.4703682681956887,0.0,0.32692548419177164,0.0,0.0007612733332885933,3.004169643615728e-05
moons_2,intervalo,minkowski,0.15,2.00051235391343,0.0,0.4703682681956887,0.0,0.32692548419177164,0.0,0.00071451333339302,6.221510914647052e-05
moons_2,intervalo,minkowski,0.25,2.00051235391343,0.0,0.4703682681956887,0.0,0.32692548419177164,0.0,0.0006880066667083734,9.520491041995399e-05
moons_3,intervalo,euclidiana,0.01,1.4699683689239642,0.0,0.4349451932478853,0.0,0.2542026861219102,0.0,0.0009374466666788666,8.503353838785899e-05
moons_3,intervalo,euclidiana,0.05,1.4699683689239642,0.0,0.4308656398979401,0.0,0.2618675903945524,0.0,0.0008351800000733534,7.369699737031627e-05
moons_3,intervalo,euclidiana,0.1,1.4699683689239642,0.0,0.4308656398979401,0.0,0.2618675903945524,0.0,0.0007631800000125932,4.7146416311796674e-05
moons_3,intervalo,euclidiana,0.15,1.4699683689239642,0.0,0.4308656398979401,0.0,0.2618675903945524,0.0,0.00087857333334488,0.0006420987713061985
moons_3,intervalo,euclidiana,0.25,1.4699683689239642,0.0,0.4308656398979401,0.0,0.2618675903945524,0.0,0.00069713999998076,0.00024669732115959185
moons_3,intervalo,mahalanobis,0.01,2.8175894248194635,0.0,0.3206718606611162,0.0,0.0657473427019908,0.0,0.0009922799999912333,0.0004943578015779989
moons_3,intervalo,mahalanobis,0.05,2.8175894248194635,0.0,0.3206718606611162,0.0,0.0657473427019908,0.0,0.00074160666660336,3.742891301587958e-05
moons_3,intervalo,mahalanobis,0.1,2.865503543237802,0.0,-1.0,0.0,0.0,0.0,0.0009703066667194599,0.001066773121824792
moons_3,intervalo,mahalanobis,0.15,2.865503543237802,0.0,-1.0,0.0,0.0,0.0,0.0006763333333461734,7.447322299340176e-05
moons_3,intervalo,mahalanobis,0.25,2.865503543237802,0.0,-1.0,0.0,0.0,0.0,0.0005714199999601533,2.694889870375677e-05
moons_3,intervalo,minkowski,0.01,1.9326598340168588,0.0,0.4545108924537463,0.0,0.4056820644836901,0.0,0.00091529333334008,5.052185485495829e-05
moons_3,intervalo,minkowski,0.05,1.9326598340168588,0.0,0.4545108924537463,0.0,0.4056820644836901,0.0,0.0008163466667004,7.136049194256494e-05
moons_3,intervalo,minkowski,0.1,2.017608622709916,0.0,0.4423964463556628,0.0,0.3993645090427947,0.0,0.00094399333329416,0.0005373034823173883
moons_3,intervalo,minkowski,0.15,2.017608622709916,0.0,0.4423964463556628,0.0,0.3993645090427947,0.0,0.0007006466667310466,3.929179973791806e-05
moons_3,intervalo,minkowski,0.25,2.017608622709916,0.0,0.4423964463556628,0.0,0.3993645090427947,0.0,0.0006494333333041734,5.230245371044758e-05
moons_4,intervalo,euclidiana,0.01,1.9426144220769197,0.0,0.3317953740503904,0.0,0.0644953099852782,0.0,0.0008866866667024267,2.6141397604538e-05
moons_4,intervalo,euclidiana,0.05,1.9426144220769197,0.0,0.3317953740503904,0.0,0.0644953099852782,0.0,0.00078528000003638,3.063821609986237e-05
moons_4,intervalo,euclidiana,0.1,1.9426144220769197,0.0,0.3317953740503904,0.0,0.0644953099852782,0.0,0.0007611467332935201,3.5943903375252165e-05
moons_4,intervalo,euclidiana,0.15,1.9426144220769197,0.0,0.3317953740503904,0.0,0.0644953099852782,0.0,0.0006942866665970333,3.291859790606519e-05
moons_4,intervalo,euclidiana,0.25,1.9426144220769197,0.0,0.3317953740503904,0.0,0.0644953099852782,0.0,0.0007139200000589066,0.000293873253116147
moons_4,intervalo,mahalanobis,0.01,2.953667778340676,0.0,0.2295307619000545,0.0,0.0077033607770314,0.0,0.0008821466666328067,3.4772482322172414e-05
moons_4,intervalo,mahalanobis,0.05,2.953667778340676,0.0,0.2295307619000545,0.0,0.0077033607770314,0.0,0.00085290000000284,0.00012124347988809379
moons_4,intervalo,mahalanobis,0.1,2.953667778340676,0.0,0.2295307619000545,0.0,0.0077033607770314,0.0,0.0008180266666992067,0.0002702287455973152
moons_4,intervalo,mahalanobis,0.15,2.953667778340676,0.0,0.2295307619000545,0.0,0.0077033607770314,0.0,0.00071398666668752,0.00010332807573120069
moons_4,intervalo,mahalanobis,0.25,2.953667778340676,0.0,0.2295307619000545,0.0,0.0077033607770314,0.0,0.0006350599999980333,4.2763181720552394e-05
moons_4,intervalo,minkowski,0.01,2.539626920785243,0.0,0.316421388830698,0.0,0.0457296214064065,0.0,0.0009305133333630533,4.371932987962181e-05
moons_4,intervalo,minkowski,0.05,2.539626920785243,0.0,0.316421388830698,0.0,0.0457296214064065,0.0,0.0007737333333655267,2.3252608599369313e-05
moons_4,intervalo,minkowski,0.1,2.539626920785243,0.0,0.316421388830698,0.0,0.0457296214064065,0.0,0.0007422600001215,3.409149039932822e-05
moons_4,intervalo,minkowski,0.15,2.539626920785243,0.0,0.316421388830698,0.0,0.0457296214064065,0.0,0.00069459999995156,5.946990845474562e-05
moons_4,intervalo,minkowski,0.25,2.539626920785243,0.0,0.316421388830698,0.0,0.0457296214064065,0.0,0.00064758000004678,3.3259331627027e-05
mvnorm_k3_ov0.10,intervalo,euclidiana,0.01,2.260989985940092,0.0,0.8364097544509523,0.0,1.0,0.0,0.00048528000000558667,6.314822929766834e-05
mvnorm_k3_ov0.10,intervalo,euclidiana,0.05,2.260989985940092,0.0,0.8364097544509523,0.0,1.0,0.0,0.00040295333334744,4.833164988144927e-05
mvnorm_k3_ov0.10,intervalo,euclidiana,0.1,2.260989985940092,0.0,0.8364097544509523,0.0,1.0,0.0,0.00038591333338136666,8.168542330545284e-05
mvnorm_k3_ov0.10,intervalo,euclidiana,0.15,2.260989985940092,0.0,0.8364097544509523,0.0,1.0,0.0,0.00035048666659345335,5.6058335248740455e-05
mvnorm_k3_ov0.10,intervalo,euclidiana,0.25,6.178536351572566,0.0,0.6987945502380312,0.0,0.570334928229665,0.0,0.0002817066666466,3.240512455250605e-05
mvnorm_k3_ov0.10,intervalo,mahalanobis,0.01,1.094812338059752,0.0,0.8364097544509523,0.0,1.0,0.0,0.0004699799999797867,2.9690888446562625e-05
mvnorm_k3_ov0.10,intervalo,mahalanobis,0.05,1.094812338059752,0.0,0.8364097544509523,0.0,1.0,0.0,0.0004102333333624,3.758561025925648e-05
mvnorm_k3_ov0.10,intervalo,mahalanobis,0.1,1.094812338059752,0.0,0.8364097544509523,0.0,1.0,0.0,0.00039878666660414,5.155637504615437e-05
mvnorm_k3_ov0.10,intervalo,mahalanobis,0.15,1.094812338059752,0.0,0.8364097544509523,0.0,1.0,0.0,0.0003253400000175533,2.5103778949927686e-05
mvnorm_k3_ov0.10,intervalo,mahalanobis,0.25,1.094812338059752,0.0,0.8364097544509523,0.0,1.0,0.0,0.0003033066666526934,4.553462523198577e-05
mvnorm_k3_ov0.10,intervalo,minkowski,0.01,2.9069826946685464,0.0,0.8364097544509523,0.0,1.0,0.0,0.0004573400000480933,2.5439193584127073e-05
mvnorm_k3_ov0.10,intervalo,minkowski,0.05,2.9069826946685464,0.0,0.8364097544509523,0.0,1.0,0.0,0.00039410000002433333,3.280078391770674e-05
mvnorm_k3_ov0.10,intervalo,minkowski,0.1,2.9069826946685464,0.0,0.8364097544509523,0.0,1.0,0.0,0.0003580800000235733,2.378241243432967e-05
mvnorm_k3_ov0.10,intervalo,minkowski,0.15,2.9069826946685464,0.0,0.8364097544509523,0.0,1.0,0.0,0.00032850666666486,2.6406911031554203e-05
mvnorm_k3_ov0.10,intervalo,minkowski,0.25,7.705698304181661,0.0,0.6987945502380312,0.0,0.570334928229665,0.0,0.00027698000000474666,3.544073935186612e-05
mvnorm_k3_ov0.42,intervalo,euclidiana,0.01,4.884501316520528,0.0,0.7266499683755059,0.0,0.9670817432969948,0.0,0.00048210666667117995,0.0001038532306708818
mvnorm_k3_ov0.42,intervalo,euclidiana,0.05,5.015139326138335,0.0,0.6629547555230796,0.0,0.570334928229665,0.0,0.00039208666660968,4.287548200040933e-05
mvnorm_k3_ov0.42,intervalo,euclidiana,0.1,6.248486556544126,0.0,0.6603235787572983,0.0,0.5670753270721445,0.0,0.0003530266667136067,3.998325486375986e-05
mvnorm_k3_ov0.42,intervalo,euclidiana,0.15,6.248486556544126,0.0,0.6603235787572983,0.0,0.5670753270721445,0.0,0.00032223333334205334,4.6487489354537216e-05
mvnorm_k3_ov0.42,intervalo,euclidiana,0.25,6.248486556544126,0.0,0.6603235787572983,0.0,0.5670753270721445,0.0,0.00027489333327436667,3.743330194515589e-05
mvnorm_k3_ov0.42,intervalo,mahalanobis,0.01,1.9220331015814076,0.0,0.647685437095691,0.0,0.8210196026071702,0.0,0.0004933733333018133,3.562826862487804e-05
mvnorm_k3_ov0.42,intervalo,mahalanobis,0.05,1.9220331015814076,0.0,0.647685437095691,0.0,0.8210196026071702,0.0,0.00044027999999035334,7.050315290344036e-05
mvnorm_k3_ov0.42,intervalo,mahalanobis,0.1,1.9220331015814076,0.0,0.647685437095691,0.0,0.8210196026071702,0.0,0.00036111333335304003,1.793228791877805e-05
mvnorm_k3_ov0.42,intervalo,mahalanobis,0.15,2.2511468584981054,0.0,0.6108696386341332,0.0,0.7665179432771697,0.0,0.0003440466666384933,4.532057028186421e-05
mvnorm_k3_ov0.42,intervalo,mahalanobis,0.25,2.2511468584981054,0.0,0.6108696386341332,0.0,0.7665179432771697,0.0,0.00030832666664836,5.692481842457864e-05
mvnorm_k3_ov0.42,intervalo,minkowski,0.01,4.776010729358052,0.0,0.7056576048472076,0.0,0.9229396768414992,0.0,0.0004788666665868867,3.6274778167653563e-05
mvnorm_k3_ov0.42,intervalo,minkowski,0.05,4.776010729358052,0.0,0.7056576048472076,0.0,0.9229396768414992,0.0,0.00041002666663790663,4.425033439960485e-05
mvnorm_k3_ov0.42,intervalo,minkowski,0.1,4.91443297744649,0.0,0.6963707159124247,0.0,0.9047358488459092,0.0,0.0003893333333204466,6.581909902597563e-05
mvnorm_k3_ov0.42,intervalo,minkowski,0.15,7.645612057748398,0.0,0.6629547555230796,0.0,0.570334928229665,0.0,0.00030569333324208665,2.2366188329710648e-05
mvnorm_k3_ov0.42,intervalo,minkowski,0.25,7.645612057748398,0.0,0.6629547555230796,0.0,0.570334928229665,0.0,0.00029065333334674,5.839174193121623e-05
mvnorm_k3_ov0.74,intervalo,euclidiana,0.01,5.338458466009969,0.0,0.5824429298733281,0.0,0.7303265903232277,0.0,0.0004781799999969734,6.571771009865464e-05
mvnorm_k3_ov0.74,intervalo,euclidiana,0.05,5.338458466009969,0.0,0.5824429298733281,0.0,0.7303265903232277,0.0,0.0004152933333291867,5.475411879552809e-05
mvnorm_k3_ov0.74,intervalo,euclidiana,0.1,5.338458466009969,0.0,0.5824429298733281,0.0,0.7303265903232277,0.0,0.0003826533999623333,5.008632847208424e-05
mvnorm_k3_ov0.74,intervalo,euclidiana,0.15,5.674446164520659,0.0,0.7326408270211922,0.0,0.570334928229665,0.0,0.00032529333332902664,4.815919243133918e-05
mvnorm_k3_ov0.74,intervalo,euclidiana,0.25,5.674446164520659,0.0,0.7326408270211922,0.0,0.570334928229665,0.0,0.0002671933332748667,2.006444857021075e-05
mvnorm_k3_ov0.74,intervalo,mahalanobis,0.01,2.175142468389869,0.0,0.6858448373746638,0.0,0.9735743397661012,0.0,0.0004885066666853267,4.100154124521157e-05
mvnorm_k3_ov0.74,intervalo,mahalanobis,0.05,2.175142468389869,0.0,0.6858448373746638,0.0,0.9735743397661012,0.0,0.00041455999999010667,3.939999638763316e-05
mvnorm_k3_ov0.74,intervalo,mahalanobis,0.1,2.175142468389869,0.0,0.6858448373746638,0.0,0.9735743397661012,0.0,0.00036923333333708667,3.7950600735376063e-05
mvnorm_k3_ov0.74,intervalo,mahalanobis,0.15,2.175142468389869,0.0,0.6858448373746638,0.0,0.9735743397661012,0.0,0.00033434666659856,2.0216113408530584e-05
mvnorm_k3_ov0.74,intervalo,mahalanobis,0.25,2.175142468389869,0.0,0.6858448373746638,0.0,0.9735743397661012,0.0,0.00029903999996648003,2.5261059855985325e-05
mvnorm_k3_ov0.74,intervalo,minkowski,0.01,5.816300353106031,0.0,0.6877673408029217,0.0,0.9801127530086334,0.0,0.00048633999998246003,7.43572630348976e-05
mvnorm_k3_ov0.74,intervalo,minkowski,0.05,5.816300353106031,0.0,0.6877673408029217,0.0,0.9801127530086334,0.0,0.00039864000000302,2.9132132453625584e-05
mvnorm_k3_ov0.74,intervalo,minkowski,0.1,6.922765998872367,0.0,0.7326408270211922,0.0,0.570334928229665,0.0,0.00034123999994331334,2.5665201645642237e-05
mvnorm_k3_ov0.74,intervalo,minkowski,0.15,6.922765998872367,0.0,0.7326408270211922,0.0,0.570334928229665,0.0,0.00031636666659924005,2.85278477477118e-05
mvnorm_k3_ov0.74,intervalo,minkowski,0.25,6.922765998872367,0.0,0.7326408270211922,0.0,0.570334928229665,0.0,0.0002794333333743266,2.700504361621478e-05
mvnorm_k4_ov0.18,intervalo,euclidiana,0.01,2.7335628700802714,0.0,0.4170539720333071,0.0,0.3649771196339222,0.0,0.0009198533333498133,0.0001728201123630753
mvnorm_k4_ov0.18,intervalo,euclidiana,0.05,2.7335628700802714,0.0,0.41542940577573845,0.0,0.3642059963304619,0.0,0.0012452733333399133,0.001807581260171872
mvnorm_k4_ov0.18,intervalo,euclidiana,0.1,2.7335628700802714,0.0,0.41542940577573845,0.0,0.3642059963304619,0.0,0.0006379466666657599,2.7281806168736695e-05
mvnorm_k4_ov0.18,intervalo,euclidiana,0.15,2.7335628700802714,0.0,0.41542940577573845,0.0,0.3642059963304619,0.0,0.00055609999996398,2.4304408743119852e-05
mvnorm_k4_ov0.18,intervalo,euclidiana,0.25,3.3211033032932846,0.0,0.8291574416588176,0.0,0.3322185061315496,0.0,0.0004634133333031867,6.45693190114856e-05
mvnorm_k4_ov0.18,intervalo,mahalanobis,0.01,1.98668554052613,0.0,0.4717809043706759,0.0,0.5288345000343296,0.0,0.0008712200000141734,2.93002729568346e-05
mvnorm_k4_ov0.18,intervalo,mahalanobis,0.05,1.9370748797667168,0.0,0.4717809043706759,0.0,0.5288345000343296,0.0,0.0010523599999638668,0.0011295165988665866
mvnorm_k4_ov0.18,intervalo,mahalanobis,0.1,2.45355713282066,0.0,0.2222992666620484,0.0,0.3021517573979548,0.0,0.0008289600666405667,0.0006657727443306825
mvnorm_k4_ov0.18,intervalo,mahalanobis,0.15,2.9118632242097573,0.0,0.0224415941257723,0.0,0.0313109038426374,0.0,0.0005520333333454599,4.9357220711056936e-05
mvnorm_k4_ov0.18,intervalo,mahalanobis,0.25,2.9118632242097573,0.0,0.0224415941257723,0.0,0.0313109038426374,0.0,0.00045335333325050004,2.8994257123883648e-05
mvnorm_k4_ov0.18,intervalo,minkowski,0.01,3.604618915334057,0.0,0.4077959290655721,0.0,0.3506091617982902,0.0,0.0008870999999392399,6.505257213896759e-05
mvnorm_k4_ov0.18,intervalo,minkowski,0.05,3.604618915334057,0.0,0.3715358266582941,0.0,0.3125969758542516,0.0,0.00071302666662324,7.325937742085741e-05
mvnorm_k4_ov0.18,intervalo,minkowski,0.1,3.604618915334057,0.0,0.3715358266582941,0.0,0.3125969758542516,0.0,0.0006623600000238533,5.4256583481635394e-05
mvnorm_k4_ov0.18,intervalo,minkowski,0.15,3.604618915334057,0.0,0.3715358266582941,0.0,0.3125969758542516,0.0,0.0006209666667321267,0.00020248890504727388
mvnorm_k4_ov0.18,intervalo,minkowski,0.25,4.391780933666865,0.0,0.8291574416588176,0.0,0.3322185061315496,0.0,0.0006121600000369133,0.0006370805889559004
mvnorm_k4_ov0.50,intervalo,euclidiana,0.01,3.5727872581511826,0.0,0.7090521551749557,0.0,0.9017959291322588,0.0,0.00124588666673536,0.001216285658320128
mvnorm_k4_ov0.50,intervalo,euclidiana,0.05,3.5727872581511826,0.0,0.7090521551749557,0.0,0.9017959291322588,0.0,0.00077959999998706,0.0001164486398394773
mvnorm_k4_ov0.50,intervalo,euclidiana,0.1,3.5727872581511826,0.0,0.7044219294607574,0.0,0.8944618068453971,0.0,0.0007945533333440333,0.0002868135428933935
mvnorm_k4_ov0.50,intervalo,euclidiana,0.15,5.066539958862004,0.0,0.7335630680485035,0.0,0.7110853990545652,0.0,0.0006010599999777933,8.300421513135315e-05
mvnorm_k4_ov0.50,intervalo,euclidiana,0.25,5.066539958862004,0.0,0.7335630680485035,0.0,0.7110853990545652,0.0,0.0005185666666875067,8.558394934389763e-05
mvnorm_k4_ov0.50,intervalo,mahalanobis,0.01,0.9724644523955224,0.0,0.7016285230692135,0.0,0.8908457026673974,0.0,0.0010536267333312,0.0004930582271094875
mvnorm_k4_ov0.50,intervalo,mahalanobis,0.05,0.9724644523955224,0.0,0.7016285230692135,0.0,0.8908457026673974,0.0,0.0009976999999404333,0.0008599386206968999
