dataset_idx,dataset_name,dataset_tipo,n_samples,n_features,k,metrica,p,algoritmo,eps,run,radius,silhouette,ari,tempo
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,0,1.276075374833581,0.5580630734061002,nan,0.0010339000000385568
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,0,1.276075374833581,0.571935026105883,nan,0.0009665000000040891
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,0,1.7634491484710915,0.5712830200915995,nan,0.0009488999999121006
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,0,1.7634491484710915,0.5712830200915995,nan,0.0007731000000603672
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,0,nan,0.5021924777315433,nan,0.08502020000014454
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,1,1.276075374833581,0.47680966127195695,nan,5.7700000070326496e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,1,1.276075374833581,0.5580630734061002,nan,0.0011870999999246123
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,1,1.276075374833581,0.5580630734061002,nan,0.00104549999991832
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,1,1.276075374833581,0.571935026105883,nan,0.0009970999999495689
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,1,1.7634491484710915,0.5712830200915995,nan,0.000872099999924103
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,1,1.7634491484710915,0.5712830200915995,nan,0.0009924989999490208
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,1,nan,0.5021924777315433,nan,0.0847479999999905
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,2,1.276075374833581,0.47680966127195695,nan,6.480000001829467e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,2,1.276075374833581,0.5580630734061002,nan,0.0014398000000710454
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,2,1.276075374833581,0.5580630734061002,nan,0.0010125999999672786
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,2,1.276075374833581,0.571935026105883,nan,0.0009672999999565945
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,2,1.7634491484710915,0.5712830200915995,nan,0.0008404000000155065
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,2,1.7634491484710915,0.5712830200915995,nan,0.0007731000000603672
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,2,nan,0.5021924777315433,nan,0.09068210000009458
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,3,1.276075374833581,0.47680966127195695,nan,5.910000004405447e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,3,1.276075374833581,0.5580630734061002,nan,0.00128139999992527
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,3,1.276075374833581,0.5580630734061002,nan,0.0010701000001063221
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,3,1.276075374833581,0.571935026105883,nan,0.0010096000000885397
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,3,1.7634491484710915,0.5712830200915995,nan,0.0016737000000830449
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,3,1.7634491484710915,0.5712830200915995,nan,0.0009986000000026252
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,3,nan,0.5021924777315433,nan,0.08791089999999713
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,4,1.276075374833581,0.47680966127195695,nan,5.849999979545828e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,4,1.276075374833581,0.5580630734061002,nan,0.001433099999985643
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,4,1.276075374833581,0.5580630734061002,nan,0.0013795999998365005
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,4,1.276075374833581,0.571935026105883,nan,0.0012008999999579828
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,4,1.7634491484710915,0.5712830200915995,nan,0.000881100000015067
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,4,1.7634491484710915,0.5712830200915995,nan,0.0007752999999866006
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,4,nan,0.5021924777315433,nan,0.08876909900004648
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,5,1.276075374833581,0.47680966127195695,nan,5.529999998543644e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,5,1.276075374833581,0.5580630734061002,nan,0.001426000000037675
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,5,1.276075374833581,0.5580630734061002,nan,0.0010311999999430554
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,5,1.276075374833581,0.571935026105883,nan,0.0009646999999404215
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,5,1.7634491484710915,0.5712830200915995,nan,0.0019058999998833315
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,5,1.7634491484710915,0.5712830200915995,nan,0.0008837999998831947
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,5,nan,0.5021924777315433,nan,0.0830952989999787
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,6,1.276075374833581,0.47680966127195695,nan,6.08000000283937e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,6,1.276075374833581,0.5580630734061002,nan,0.0013318999999683
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,6,1.276075374833581,0.5580630734061002,nan,0.001106599999957325
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,6,1.276075374833581,0.571935026105883,nan,0.0009718000001157634
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,6,1.7634491484710915,0.5712830200915995,nan,0.0009236000000782951
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,6,1.7634491484710915,0.5712830200915995,nan,0.000776299999870389
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,6,nan,0.5021924777315433,nan,0.0882733000000826
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,7,1.276075374833581,0.47680966127195695,nan,6.169999983285379e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,7,1.276075374833581,0.5580630734061002,nan,0.0012773000000834145
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,7,1.276075374833581,0.5580630734061002,nan,0.0011024000000361411
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,7,1.276075374833581,0.571935026105883,nan,0.0009780000000318978
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,7,1.7634491484710915,0.5712830200915995,nan,0.001602000000048065
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,7,1.7634491484710915,0.5712830200915995,nan,0.0016537999999854947
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,7,nan,0.5021924777315433,nan,0.10634239900014109
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,8,1.276075374833581,0.47680966127195695,nan,5.690000011782104e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,8,1.276075374833581,0.5580630734061002,nan,0.00130500000000211
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,8,1.276075374833581,0.5580630734061002,nan,0.00303740000003927
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,8,1.276075374833581,0.571935026105883,nan,0.0055217999999968015
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,8,1.7634491484710915,0.5712830200915995,nan,0.0008611000000655622
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,8,1.7634491484710915,0.5712830200915995,nan,0.0007479000000785163
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,8,nan,0.5021924777315433,nan,0.08546369999999115
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,9,1.276075374833581,0.47680966127195695,nan,6.12999999702879e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,9,1.276075374833581,0.5580630734061002,nan,0.0012120999999751803
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,9,1.276075374833581,0.5580630734061002,nan,0.0011454000000412634
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,9,1.276075374833581,0.571935026105883,nan,0.0009460999999646447
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,9,1.7634491484710915,0.5712830200915995,nan,0.003153999999994994
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,9,1.7634491484710915,0.5712830200915995,nan,0.00074640000002546
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,9,nan,0.5021924777315433,nan,0.08848009999996975
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,10,1.276075374833581,0.47680966127195695,nan,5.8500000022831955e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,10,1.276075374833581,0.5580630734061002,nan,0.0012200999999549822
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,10,1.276075374833581,0.5580630734061002,nan,0.001056099999914295
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,10,1.276075374833581,0.571935026105883,nan,0.0009643999999298103
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,10,1.7634491484710915,0.5712830200915995,nan,0.000882499999988795
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,10,1.7634491484710915,0.5712830200915995,nan,0.0008642000000236294
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,10,nan,0.5021924777315433,nan,0.09160329899987119
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,11,1.276075374833581,0.47680966127195695,nan,5.690000011782104e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,11,1.276075374833581,0.5580630734061002,nan,0.0012140999999701307
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,11,1.276075374833581,0.5580630734061002,nan,0.0031982000000425614
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,11,1.276075374833581,0.571935026105883,nan,0.0044007999999848835
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,11,1.7634491484710915,0.5712830200915995,nan,0.0009036999999807449
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,11,1.7634491484710915,0.5712830200915995,nan,0.0007924999999886495
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,11,nan,0.5021924777315433,nan,0.08768480100002307
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,12,1.276075374833581,0.47680966127195695,nan,5.719999990105862e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,12,1.276075374833581,0.5580630734061002,nan,0.001258499999948981
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,12,1.276075374833581,0.5580630734061002,nan,0.001052800000024945
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,12,1.276075374833581,0.571935026105883,nan,0.0009761999999682303
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,12,1.7634491484710915,0.5712830200915995,nan,0.0008606999999756226
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,12,1.7634491484710915,0.5712830200915995,nan,0.0007759000000078231
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,12,nan,0.5021924777315433,nan,0.0895157059999292
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,13,1.276075374833581,0.47680966127195695,nan,5.469999996421393e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,13,1.276075374833581,0.5580630734061002,nan,0.0012429999999312713
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,13,1.276075374833581,0.5580630734061002,nan,0.0011719010001343122
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,13,1.276075374833581,0.571935026105883,nan,0.0009471999999277614
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,13,1.7634491484710915,0.5712830200915995,nan,0.0008520999999745982
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,13,1.7634491484710915,0.5712830200915995,nan,0.0007562000000689295
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,13,nan,0.5021924777315433,nan,0.0910351059999357
1,blobs,blobs,800,2,5,mahalanobis,,gonzalez,,14,1.276075374833581,0.47680966127195695,nan,5.7599999990998185e-05
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.01,14,1.276075374833581,0.5580630734061002,nan,0.0012411000000156491
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.05,14,1.276075374833581,0.5580630734061002,nan,0.0010498999999981606
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.1,14,1.276075374833581,0.571935026105883,nan,0.001013900000089052
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.15,14,1.7634491484710915,0.5712830200915995,nan,0.000982100000101127
1,blobs,blobs,800,2,5,mahalanobis,,intervalo,0.25,14,1.7634491484710915,0.5712830200915995,nan,0.0007181999999374966
1,blobs,blobs,800,2,5,mahalanobis,,kmeans,,14,nan,0.5021924777315433,nan,0.08992160599996168
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,0,5.911184357340609,0.3770783654076222,nan,0.00010980000001836743
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,0,5.911184357340609,0.41510077611385654,nan,0.0012312999999721796
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,0,6.077050443707341,0.4872808964793164,nan,0.001086999999870386
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,0,6.077050443707341,0.4872808964793164,nan,0.0011894010001469724
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,0,6.077050443707341,0.4872808964793164,nan,0.0008365000001049339
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,0,9.716643856298983,0.6002473608418746,nan,0.0008632999999917956
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,0,nan,0.43862071747934533,nan,0.10504390699998112
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,1,5.911184357340609,0.3770783654076222,nan,5.620000001727021e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,1,5.911184357340609,0.41510077611385654,nan,0.0012150999998539191
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,1,6.077050443707341,0.4872808964793164,nan,0.0010036999999556429
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,1,6.077050443707341,0.4872808964793164,nan,0.0010608000000047468
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,1,6.077050443707341,0.4872808964793164,nan,0.0010041000000455824
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,1,9.716643856298983,0.6002473608418746,nan,0.0006637999999838939
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,1,nan,0.43765563577824573,nan,0.09176950599999145
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,2,5.911184357340609,0.3770783654076222,nan,5.690000011782104e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,2,5.911184357340609,0.41510077611385654,nan,0.0012836999999308318
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,2,6.077050443707341,0.4872808964793164,nan,0.0009943999998540676
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,2,6.077050443707341,0.4872808964793164,nan,0.0009379999999055144
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,2,6.077050443707341,0.4872808964793164,nan,0.0008468999999422522
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,2,9.716643856298983,0.6002473608418746,nan,0.0007524999998622661
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,2,nan,0.43801031856012,nan,0.10520630699988942
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,3,5.911184357340609,0.3770783654076222,nan,5.689999989044736e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,3,5.911184357340609,0.41510077611385654,nan,0.0014195999999628839
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,3,6.077050443707341,0.4872808964793164,nan,0.00115349999987302
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,3,6.077050443707341,0.4872808964793164,nan,0.0030588009999519272
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,3,6.077050443707341,0.4872808964793164,nan,0.0008308000001306937
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,3,9.716643856298983,0.6002473608418746,nan,0.0009160000001884328
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,3,nan,0.43801031856012,nan,0.09311820599987186
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,4,5.911184357340609,0.3770783654076222,nan,5.9299999975337414e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,4,5.911184357340609,0.41510077611385654,nan,0.0015389000000141095
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,4,6.077050443707341,0.4872808964793164,nan,0.0010342999999011226
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,4,6.077050443707341,0.4872808964793164,nan,0.0009350000000267755
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,4,6.077050443707341,0.4872808964793164,nan,0.0007935999999517662
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,4,9.716643856298983,0.6002473608418746,nan,0.0007027000001471606
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,4,nan,0.4379249151935764,nan,0.09331180599997424
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,5,5.911184357340609,0.3770783654076222,nan,5.989999999655993e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,5,5.911184357340609,0.41510077611385654,nan,0.0013670000000729488
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,5,6.077050443707341,0.4872808964793164,nan,0.0010774999998375279
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,5,6.077050443707341,0.4872808964793164,nan,0.0008970000001227163
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,5,6.077050443707341,0.4872808964793164,nan,0.0009923000000071625
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,5,9.716643856298983,0.6002473608418746,nan,0.0006516999999348627
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,5,nan,0.4379249151935764,nan,0.09591580599999361
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,6,5.911184357340609,0.3770783654076222,nan,5.8299999864175334e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,6,5.911184357340609,0.41510077611385654,nan,0.001231400000051508
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,6,6.077050443707341,0.4872808964793164,nan,0.0017278010000154609
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,6,6.077050443707341,0.4872808964793164,nan,0.0009696999998141109
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,6,6.077050443707341,0.4872808964793164,nan,0.000838599999951839
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,6,9.716643856298983,0.6002473608418746,nan,0.0006737009998687427
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,6,nan,0.43862071747934533,nan,0.09616260699999657
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,7,5.911184357340609,0.3770783654076222,nan,8.980000006886257e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,7,5.911184357340609,0.41510077611385654,nan,0.0012936999999055843
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,7,6.077050443707341,0.4872808964793164,nan,0.0010700000000269938
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,7,6.077050443707341,0.4872808964793164,nan,0.000937000000021726
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,7,6.077050443707341,0.4872808964793164,nan,0.0008340000001680892
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,7,9.716643856298983,0.6002473608418746,nan,0.0007042999998247979
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,7,nan,0.4379249151935764,nan,0.09462840700007291
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,8,5.911184357340609,0.3770783654076222,nan,5.600000008598727e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,8,5.911184357340609,0.41510077611385654,nan,0.0012622009999176953
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,8,6.077050443707341,0.4872808964793164,nan,0.0009952000000339467
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,8,6.077050443707341,0.4872808964793164,nan,0.0010685999998258922
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,8,6.077050443707341,0.4872808964793164,nan,0.0008445000000847358
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,8,9.716643856298983,0.6002473608418746,nan,0.000705100000004677
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,8,nan,0.43862071747934533,nan,0.09031840600005125
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,9,5.911184357340609,0.3770783654076222,nan,6.290000010267249e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,9,5.911184357340609,0.41510077611385654,nan,0.0013793999999052176
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,9,6.077050443707341,0.4872808964793164,nan,0.0010712999999213935
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,9,6.077050443707341,0.4872808964793164,nan,0.000936600999921211
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,9,6.077050443707341,0.4872808964793164,nan,0.0008295000000089203
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,9,9.716643856298983,0.6002473608418746,nan,0.0006777000000965927
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,9,nan,0.43801031856012,nan,0.09043260600014946
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,10,5.911184357340609,0.3770783654076222,nan,6.680000001324515e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,10,5.911184357340609,0.41510077611385654,nan,0.001236800000015137
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,10,6.077050443707341,0.4872808964793164,nan,0.0010509999999612774
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,10,6.077050443707341,0.4872808964793164,nan,0.0009259000000838569
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,10,6.077050443707341,0.4872808964793164,nan,0.0007982999998148443
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,10,9.716643856298983,0.6002473608418746,nan,0.0006645000000844448
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,10,nan,0.43862071747934533,nan,0.09834580599999754
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,11,5.911184357340609,0.3770783654076222,nan,5.51000000541535e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,11,5.911184357340609,0.41510077611385654,nan,0.0012781999998878746
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,11,6.077050443707341,0.4872808964793164,nan,0.0009827999999743042
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,11,6.077050443707341,0.4872808964793164,nan,0.0009198000000196771
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,11,6.077050443707341,0.4872808964793164,nan,0.0009099999999762076
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,11,9.716643856298983,0.6002473608418746,nan,0.0012196999998650426
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,11,nan,0.43862071747934533,nan,0.090600706000032
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,12,5.911184357340609,0.3770783654076222,nan,5.650000002788147e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,12,5.911184357340609,0.41510077611385654,nan,0.0013096000000132335
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,12,6.077050443707341,0.4872808964793164,nan,0.0010268000000905886
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,12,6.077050443707341,0.4872808964793164,nan,0.000877299999956449
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,12,6.077050443707341,0.4872808964793164,nan,0.001000900000008187
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,12,9.716643856298983,0.6002473608418746,nan,0.0008675999999923079
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,12,nan,0.43862071747934533,nan,0.09119130599992786
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,13,5.911184357340609,0.3770783654076222,nan,7.299999992937956e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,13,5.911184357340609,0.41510077611385654,nan,0.0012644000000818778
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,13,6.077050443707341,0.4872808964793164,nan,0.0032936999998582905
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,13,6.077050443707341,0.4872808964793164,nan,0.0009442000000490225
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,13,6.077050443707341,0.4872808964793164,nan,0.001051099999813232
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,13,9.716643856298983,0.6002473608418746,nan,0.000651999999945474
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,13,nan,0.43862071747934533,nan,0.09401830600018002
2,blobs,blobs,800,2,5,euclidiana,2,gonzalez,,14,5.911184357340609,0.3770783654076222,nan,5.629999986922485e-05
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.01,14,5.911184357340609,0.41510077611385654,nan,0.0012669999998706771
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.05,14,6.077050443707341,0.4872808964793164,nan,0.001045899999780886
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.1,14,6.077050443707341,0.4872808964793164,nan,0.0009299000000737578
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.15,14,6.077050443707341,0.4872808964793164,nan,0.0008075999999164196
2,blobs,blobs,800,2,5,euclidiana,2,intervalo,0.25,14,9.716643856298983,0.6002473608418746,nan,0.0007057000000258995
2,blobs,blobs,800,2,5,euclidiana,2,kmeans,,14,nan,0.43862071747934533,nan,0.09901340700002947
2,blobs,blobs,800,2,5,minkowski,1,gonzalez,,0,7.881572859321013,0.3457966645294806,nan,0.0005873009999959322
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.01,0,8.034415058582018,0.5045176407049572,nan,0.0012605000001713051
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.05,0,8.540065978236328,0.5725451725759187,nan,0.0009827999999743042
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.1,0,8.540065978236328,0.5725451725759187,nan,0.0010150000000521686
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.15,0,8.540065978236328,0.5725451725759187,nan,0.0011062999999467138
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.25,0,12.622217975044245,0.6356662314546032,nan,0.0034972999999354215
2,blobs,blobs,800,2,5,minkowski,1,kmeans,,0,nan,0.43862071747934533,nan,0.10740610700008801
2,blobs,blobs,800,2,5,minkowski,1,gonzalez,,1,7.881572859321013,0.3457966645294806,nan,5.920000012338278e-05
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.01,1,8.034415058582018,0.5045176407049572,nan,0.0011899999999513966
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.05,1,8.540065978236328,0.5725451725759187,nan,0.000983700000006138
2,blobs,blobs,800,2,5,minkowski,1,intervalo,0.1,1,8.540065978236328,0.5725451725759187,nan,0.0009556999998494575
