dataset_idx,dataset_meta,algoritmo,eps,run,radius,silhouette,ari,tempo
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.05,1,4.256750702399417,0.5694888929459532,nan,0.002832500000067739
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.1,1,4.256750702399417,0.5694888929459532,nan,0.0009910000001127628
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.15,1,4.256750702399417,0.5694888929459532,nan,0.00084259999994174
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.25,1,8.705153076131525,0.6687682753322028,nan,0.0007054000000152882
1,"{""tipo"": ""blobs"", ""var"": 1}",kmeans,,1,nan,0.5021924777315433,nan,0.09373060000007172
1,"{""tipo"": ""blobs"", ""var"": 1}",gonzalez,,2,4.354772328304773,0.47409076693876906,nan,5.5400000064764754e-05
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.01,2,3.8327593086350036,0.4549895337784675,nan,0.001921599999832324
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.05,2,4.256750702399417,0.5694888929459532,nan,0.0011218000001917972
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.1,2,4.256750702399417,0.5694888929459532,nan,0.0030881000000135828
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.15,2,4.256750702399417,0.5694888929459532,nan,0.0008757999999033927
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.25,2,8.705153076131525,0.6687682753322028,nan,0.0006842000000233384
1,"{""tipo"": ""blobs"", ""var"": 1}",kmeans,,2,nan,0.5021924777315433,nan,0.08892710000009174
1,"{""tipo"": ""blobs"", ""var"": 1}",gonzalez,,3,4.354772328304773,0.47409076693876906,nan,6.159999998089916e-05
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.01,3,3.8327593086350036,0.4549895337784675,nan,0.0013796000000638742
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.05,3,4.256750702399417,0.5694888929459532,nan,0.0010388000000602915
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.1,3,4.256750702399417,0.5694888929459532,nan,0.0010830999999598134
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.15,3,4.256750702399417,0.5694888929459532,nan,0.0008817000000362896
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.25,3,8.705153076131525,0.6687682753322028,nan,0.0006682000000637345
1,"{""tipo"": ""blobs"", ""var"": 1}",kmeans,,3,nan,0.5021924777315433,nan,0.16183459900003072
1,"{""tipo"": ""blobs"", ""var"": 1}",gonzalez,,4,4.354772328304773,0.47409076693876906,nan,5.989999999655993e-05
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.01,4,3.8327593086350036,0.4549895337784675,nan,0.001954599999862694
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.05,4,4.256750702399417,0.5694888929459532,nan,0.001016500000105225
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.1,4,4.256750702399417,0.5694888929459532,nan,0.0009861999999429827
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.15,4,4.256750702399417,0.5694888929459532,nan,0.0008180999998330662
1,"{""tipo"": ""blobs"", ""var"": 1}",intervalo,0.25,4,8.705153076131525,0.6687682753322028,nan,0.0006725000000642467
1,"{""tipo"": ""blobs"", ""var"": 1}",kmeans,,4,nan,0.5021924777315433,nan,0.10427839999988464
2,"{""tipo"": ""blobs"", ""var"": 2}",gonzalez,,0,5.911184357340609,0.3770783654076222,nan,0.00012909999986732146
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.01,0,5.911184357340609,0.41510077611385654,nan,0.0012830000000576547
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.05,0,6.077050443707341,0.4872808964793164,nan,0.0010282000000643166
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.1,0,6.077050443707341,0.4872808964793164,nan,0.001794000000018059
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.15,0,6.077050443707341,0.4872808964793164,nan,0.0010075000000142609
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.25,0,9.716643856298983,0.6002473608418746,nan,0.0006733000000167522
2,"{""tipo"": ""blobs"", ""var"": 2}",kmeans,,0,nan,0.43862071747934533,nan,0.11334329999999682
2,"{""tipo"": ""blobs"", ""var"": 2}",gonzalez,,1,5.911184357340609,0.3770783654076222,nan,5.60999999379419e-05
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.01,1,5.911184357340609,0.41510077611385654,nan,0.0012338999999883526
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.05,1,6.077050443707341,0.4872808964793164,nan,0.0010535999999774504
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.1,1,6.077050443707341,0.4872808964793164,nan,0.0010588000000097963
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.15,1,6.077050443707341,0.4872808964793164,nan,0.0011329000001296663
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.25,1,9.716643856298983,0.6002473608418746,nan,0.000789299999951254
2,"{""tipo"": ""blobs"", ""var"": 2}",kmeans,,1,nan,0.43765563577824573,nan,0.10043510000014066
2,"{""tipo"": ""blobs"", ""var"": 2}",gonzalez,,2,5.911184357340609,0.3770783654076222,nan,7.699999991928053e-05
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.01,2,5.911184357340609,0.41510077611385654,nan,0.0013950999998542102
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.05,2,6.077050443707341,0.4872808964793164,nan,0.0015362999999979365
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.1,2,6.077050443707341,0.4872808964793164,nan,0.0009618999999929656
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.15,2,6.077050443707341,0.4872808964793164,nan,0.0009011999998165265
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.25,2,9.716643856298983,0.6002473608418746,nan,0.0006996999998136744
2,"{""tipo"": ""blobs"", ""var"": 2}",kmeans,,2,nan,0.43801031856012,nan,0.0975601000000097
2,"{""tipo"": ""blobs"", ""var"": 2}",gonzalez,,3,5.911184357340609,0.3770783654076222,nan,0.0017527999998492305
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.01,3,5.911184357340609,0.41510077611385654,nan,0.0014502000001357374
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.05,3,6.077050443707341,0.4872808964793164,nan,0.0009600999999292981
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.1,3,6.077050443707341,0.4872808964793164,nan,0.0008967999999640597
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.15,3,6.077050443707341,0.4872808964793164,nan,0.003729499999963082
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.25,3,9.716643856298983,0.6002473608418746,nan,0.0008858999999574735
2,"{""tipo"": ""blobs"", ""var"": 2}",kmeans,,3,nan,0.43801031856012,nan,0.10482630000001336
2,"{""tipo"": ""blobs"", ""var"": 2}",gonzalez,,4,5.911184357340609,0.3770783654076222,nan,5.830000009154901e-05
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.01,4,5.911184357340609,0.41510077611385654,nan,0.0012375999999676424
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.05,4,6.077050443707341,0.4872808964793164,nan,0.0011775000000397995
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.1,4,6.077050443707341,0.4872808964793164,nan,0.0008691999998973188
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.15,4,6.077050443707341,0.4872808964793164,nan,0.0008150999999543274
2,"{""tipo"": ""blobs"", ""var"": 2}",intervalo,0.25,4,9.716643856298983,0.6002473608418746,nan,0.0007162999997945008
2,"{""tipo"": ""blobs"", ""var"": 2}",kmeans,,4,nan,0.4379249151935764,nan,0.10153159900005448
3,"{""tipo"": ""blobs"", ""var"": 3}",gonzalez,,0,8.406445827946538,0.2877432343132513,nan,0.00013239999998404528
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.01,0,6.83143602613906,0.347959484551138,nan,0.0016341999998985557
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.05,0,6.83143602613906,0.347959484551138,nan,0.00127569999995103
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.1,0,6.83143602613906,0.347959484551138,nan,0.0018066000000089844
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.15,0,6.83143602613906,0.347959484551138,nan,0.001257099999975253
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.25,0,13.63962554716596,0.3007121646554673,nan,0.0008853999997882056
3,"{""tipo"": ""blobs"", ""var"": 3}",kmeans,,0,nan,0.4195409674894411,nan,0.13574210000001585
3,"{""tipo"": ""blobs"", ""var"": 3}",gonzalez,,1,8.406445827946538,0.2877432343132513,nan,8.509999997841078e-05
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.01,1,6.83143602613906,0.347959484551138,nan,0.002223599999979342
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.05,1,6.83143602613906,0.347959484551138,nan,0.0013324999999895226
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.1,1,6.83143602613906,0.347959484551138,nan,0.0010293000000274333
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.15,1,6.83143602613906,0.347959484551138,nan,0.0009702000002107525
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.25,1,13.63962554716596,0.3007121646554673,nan,0.0008419000000685628
3,"{""tipo"": ""blobs"", ""var"": 3}",kmeans,,1,nan,0.4201586413050996,nan,0.1107891000001473
3,"{""tipo"": ""blobs"", ""var"": 3}",gonzalez,,2,8.406445827946538,0.2877432343132513,nan,6.65000000026339e-05
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.01,2,6.83143602613906,0.347959484551138,nan,0.0015117000000373082
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.05,2,6.83143602613906,0.347959484551138,nan,0.0013513999999759108
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.1,2,6.83143602613906,0.347959484551138,nan,0.0010664000001270324
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.15,2,6.83143602613906,0.347959484551138,nan,0.002159599999913553
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.25,2,13.63962554716596,0.3007121646554673,nan,0.0007932000000892003
3,"{""tipo"": ""blobs"", ""var"": 3}",kmeans,,2,nan,0.4197707190850258,nan,0.10205370000016956
3,"{""tipo"": ""blobs"", ""var"": 3}",gonzalez,,3,8.406445827946538,0.2877432343132513,nan,6.759999996575061e-05
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.01,3,6.83143602613906,0.347959484551138,nan,0.0023006000001259963
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.05,3,6.83143602613906,0.347959484551138,nan,0.001809600000115097
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.1,3,6.83143602613906,0.347959484551138,nan,0.0011695999999119522
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.15,3,6.83143602613906,0.347959484551138,nan,0.0009528999999020016
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.25,3,13.63962554716596,0.3007121646554673,nan,0.0007266000000072381
3,"{""tipo"": ""blobs"", ""var"": 3}",kmeans,,3,nan,0.4196159836030641,nan,0.09594010000000708
3,"{""tipo"": ""blobs"", ""var"": 3}",gonzalez,,4,8.406445827946538,0.2877432343132513,nan,6.720000010318472e-05
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.01,4,6.83143602613906,0.347959484551138,nan,0.0014828999999281223
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.05,4,6.83143602613906,0.347959484551138,nan,0.0011358000001564506
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.1,4,6.83143602613906,0.347959484551138,nan,0.0010714999998526764
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.15,4,6.83143602613906,0.347959484551138,nan,0.0009105000001454755
3,"{""tipo"": ""blobs"", ""var"": 3}",intervalo,0.25,4,13.63962554716596,0.3007121646554673,nan,0.0006808000000546599
3,"{""tipo"": ""blobs"", ""var"": 3}",kmeans,,4,nan,0.4195409674894411,nan,0.0950350000000526
4,"{""tipo"": ""blobs"", ""var"": 4}",gonzalez,,0,9.833235053044785,0.312345734867153,nan,0.00011450000010881922
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.01,0,7.853340595980055,0.3560703277657409,nan,0.0012303000000883912
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.05,0,8.192606319280644,0.35558486195584516,nan,0.0010188999999627413
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.1,0,9.833235053044785,0.49676018647950754,nan,0.0008940000000166037
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.15,0,11.24514170274545,0.47065591035469956,nan,0.0010216000000582426
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.25,0,11.24514170274545,0.47065591035469956,nan,0.0007454000001416716
4,"{""tipo"": ""blobs"", ""var"": 4}",kmeans,,0,nan,0.3714553021717431,nan,0.10005589899992628
4,"{""tipo"": ""blobs"", ""var"": 4}",gonzalez,,1,9.833235053044785,0.312345734867153,nan,7.429999982377922e-05
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.01,1,7.853340595980055,0.3560703277657409,nan,0.0014200000000528235
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.05,1,8.192606319280644,0.35558486195584516,nan,0.001061800000115909
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.1,1,9.833235053044785,0.49676018647950754,nan,0.0011028999999780353
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.15,1,11.24514170274545,0.47065591035469956,nan,0.000843799999984185
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.25,1,11.24514170274545,0.47065591035469956,nan,0.0007539999999153224
4,"{""tipo"": ""blobs"", ""var"": 4}",kmeans,,1,nan,0.37172994136850224,nan,0.08796410000013566
4,"{""tipo"": ""blobs"", ""var"": 4}",gonzalez,,2,9.833235053044785,0.312345734867153,nan,5.710000004910398e-05
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.01,2,7.853340595980055,0.3560703277657409,nan,0.0012331000000358472
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.05,2,8.192606319280644,0.35558486195584516,nan,0.0012317000000621192
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.1,2,9.833235053044785,0.49676018647950754,nan,0.0009511000000657077
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.15,2,11.24514170274545,0.47065591035469956,nan,0.0010572000001047854
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.25,2,11.24514170274545,0.47065591035469956,nan,0.0007183000000168249
4,"{""tipo"": ""blobs"", ""var"": 4}",kmeans,,2,nan,0.3708924825012364,nan,0.0894044000001486
4,"{""tipo"": ""blobs"", ""var"": 4}",gonzalez,,3,9.833235053044785,0.312345734867153,nan,5.55999999960477e-05
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.01,3,7.853340595980055,0.3560703277657409,nan,0.00136249999991378
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.05,3,8.192606319280644,0.35558486195584516,nan,0.0010950999999295163
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.1,3,9.833235053044785,0.49676018647950754,nan,0.0008666999999604741
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.15,3,11.24514170274545,0.47065591035469956,nan,0.0007914000000255328
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.25,3,11.24514170274545,0.47065591035469956,nan,0.000741199999993114
4,"{""tipo"": ""blobs"", ""var"": 4}",kmeans,,3,nan,0.37138238795594064,nan,0.09178800000017873
4,"{""tipo"": ""blobs"", ""var"": 4}",gonzalez,,4,9.833235053044785,0.312345734867153,nan,5.520000013348181e-05
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.01,4,7.853340595980055,0.3560703277657409,nan,0.001273900000114736
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.05,4,8.192606319280644,0.35558486195584516,nan,0.001051400000051217
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.1,4,9.833235053044785,0.49676018647950754,nan,0.0010164000000258966
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.15,4,11.24514170274545,0.47065591035469956,nan,0.0008237000001827255
4,"{""tipo"": ""blobs"", ""var"": 4}",intervalo,0.25,4,11.24514170274545,0.47065591035469956,nan,0.0007350000000769796
4,"{""tipo"": ""blobs"", ""var"": 4}",kmeans,,4,nan,0.37185475697169124,nan,0.09216369999990093
5,"{""tipo"": ""moons"", ""var"": 0}",gonzalez,,0,1.8143871258975204,0.46071494755232206,nan,9.160000013253011e-05
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.01,0,1.347559248938783,0.4902678155278453,nan,0.0012779999999565916
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.05,0,1.347559248938783,0.4902678155278453,nan,0.0008391000001211069
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.1,0,1.347559248938783,0.4902678155278453,nan,0.0007986999999047839
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.15,0,1.347559248938783,0.4902678155278453,nan,0.000907100000176797
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.25,0,1.347559248938783,0.4902678155278453,nan,0.0007325000001401349
5,"{""tipo"": ""moons"", ""var"": 0}",kmeans,,0,nan,0.49168887938071765,nan,0.08483159999991585
5,"{""tipo"": ""moons"", ""var"": 0}",gonzalez,,1,1.8143871258975204,0.46071494755232206,nan,3.979999996772676e-05
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.01,1,1.347559248938783,0.4902678155278453,nan,0.001099999999951251
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.05,1,1.347559248938783,0.4902678155278453,nan,0.0008454999999685242
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.1,1,1.347559248938783,0.4902678155278453,nan,0.0008245999999871856
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.15,1,1.347559248938783,0.4902678155278453,nan,0.001019100000121398
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.25,1,1.347559248938783,0.4902678155278453,nan,0.0008453000000372413
5,"{""tipo"": ""moons"", ""var"": 0}",kmeans,,1,nan,0.49168887938071765,nan,0.08455960000014784
5,"{""tipo"": ""moons"", ""var"": 0}",gonzalez,,2,1.8143871258975204,0.46071494755232206,nan,3.9399999877787195e-05
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.01,2,1.347559248938783,0.4902678155278453,nan,0.000946200000043973
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.05,2,1.347559248938783,0.4902678155278453,nan,0.0019937000001846172
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.1,2,1.347559248938783,0.4902678155278453,nan,0.0008032999999159074
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.15,2,1.347559248938783,0.4902678155278453,nan,0.0008583999999700609
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.25,2,1.347559248938783,0.4902678155278453,nan,0.0006688999999369116
5,"{""tipo"": ""moons"", ""var"": 0}",kmeans,,2,nan,0.49168887938071765,nan,0.07750319900014802
5,"{""tipo"": ""moons"", ""var"": 0}",gonzalez,,3,1.8143871258975204,0.46071494755232206,nan,3.969999988839845e-05
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.01,3,1.347559248938783,0.4902678155278453,nan,0.0009188999999878433
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.05,3,1.347559248938783,0.4902678155278453,nan,0.001355899999907706
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.1,3,1.347559248938783,0.4902678155278453,nan,0.0009597999999186868
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.15,3,1.347559248938783,0.4902678155278453,nan,0.0012604000000919768
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.25,3,1.347559248938783,0.4902678155278453,nan,0.0006983000000673201
5,"{""tipo"": ""moons"", ""var"": 0}",kmeans,,3,nan,0.49168887938071765,nan,0.08620719999998983
5,"{""tipo"": ""moons"", ""var"": 0}",gonzalez,,4,1.8143871258975204,0.46071494755232206,nan,3.979999996772676e-05
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.01,4,1.347559248938783,0.4902678155278453,nan,0.0009473000000070897
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.05,4,1.347559248938783,0.4902678155278453,nan,0.0008391000001211069
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.1,4,1.347559248938783,0.4902678155278453,nan,0.0007794999999077845
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.15,4,1.347559248938783,0.4902678155278453,nan,0.000694699999939985
5,"{""tipo"": ""moons"", ""var"": 0}",intervalo,0.25,4,1.347559248938783,0.4902678155278453,nan,0.0006874999999126885
5,"{""tipo"": ""moons"", ""var"": 0}",kmeans,,4,nan,0.49168887938071765,nan,0.08861559999991186
6,"{""tipo"": ""moons"", ""var"": 1}",gonzalez,,0,1.8045301165540357,0.4712449371174177,nan,9.470000009059731e-05
6,"{""tipo"": ""moons"", ""var"": 1}",intervalo,0.01,0,1.4913969853322806,0.4818914854794909,nan,0.0009012999998958549
